date,sold_at,source,listing_id,seller_id,seller_type,sale_mechanism,brand,model,reference,condition,currency,sale_price,days_to_sell,sell_speed_eligible,sold_inference
2026-03-19,2026-03-19T15:50:34.491+00:00,chrono24,45088019,Private Seller,private,listing,Tudor,Pelagos,25600TN,Good,USD,3150.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:56:55.582+00:00,chrono24,45279807,"REPESTA Co., Ltd.",dealer,listing,TAG Heuer,Monaco Calibre 12,CAW2111.FC6183 (Steve McQueen),Good,USD,4381.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T15:59:58.364+00:00,chrono24,45347642,Private Seller,private,listing,Omega,Constellation Day-Date,168.029,Very good,USD,1175.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T16:09:30.26+00:00,chrono24,44997394,"REPESTA Co., Ltd.",dealer,listing,Omega,Speedmaster Date,3513.50,Very good,USD,1667.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T16:17:36.119+00:00,chrono24,42183789,Private Seller,private,listing,Rolex,Milgauss,116400GV,Good,USD,9973.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T16:40:33.541+00:00,chrono24,44760520,Private Seller,private,listing,Cartier,Pasha,1352,Good,USD,1755.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T17:01:01.149+00:00,chrono24,44353073,Private Seller,private,listing,Rolex,Daytona,116503,Very good,USD,19775.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T17:04:40.138+00:00,chrono24,44949934,Private Seller,private,listing,Rolex,Air King,5500,Good,USD,3093.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T17:38:02.564+00:00,chrono24,45322649,Private Seller,private,listing,Tudor,Black Bay Bronze,79250BM-0005,Very good,USD,2941.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T17:38:10.373+00:00,chrono24,44817368,Private Seller,private,listing,Tudor,Prince Date,72000,Very good,USD,1100.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T18:15:49.014+00:00,chrono24,44919417,Private Seller,private,listing,Seiko,Cocktail Time Seiko Cocktail Time SARB065,SARB065,Very good,USD,341.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T18:32:30.375+00:00,chrono24,45234347,Private Seller,private,listing,Rolex,Datejust 36,1601,Very good,USD,3916.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T18:32:39.522+00:00,chrono24,45291856,Private Seller,private,listing,Panerai,Luminor Chrono 44 Mm Pam01218,PAM 01218,Very good,USD,6399.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T18:32:48.734+00:00,chrono24,45127321,Private Seller,private,listing,Omega,Speedmaster Professional Moonwatch,311.30.42.30.01.005,Very good,USD,4400.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T18:59:44.531+00:00,chrono24,44625827,Private Seller,private,listing,Seiko,Presage,SSA425J1,Like new & unworn,USD,491.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:17:30.926+00:00,chrono24,45270733,Private Seller,private,listing,Seiko,Presage,SSA461J1,Like new & unworn,USD,532.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:24:06.006+00:00,chrono24,45124855,Private Seller,private,listing,Omega,Louis Brandt,1750500,Very good,USD,7881.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:27:05.076+00:00,chrono24,44529836,Private Seller,private,listing,Seiko,Presage,SSA409J1,Like new & unworn,USD,1665.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:30:37.131+00:00,chrono24,45111380,Private Seller,private,listing,Seiko,Presage,SRPH78J1,Like new & unworn,USD,639.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:33:28.642+00:00,chrono24,44976517,Private Seller,private,listing,Seiko,Prospex,SRPF07K1,Like new & unworn,USD,350.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:37:07.316+00:00,chrono24,43380252,Private Seller,private,listing,Panerai,Luminor,PAM 00795,Very good,USD,5200.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T19:41:32.11+00:00,chrono24,44635014,Private Seller,private,listing,Seiko,Prospex,SNE518P1,Like new & unworn,USD,379.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T20:05:48.148+00:00,chrono24,44932757,Private Seller,private,listing,Breitling,Endurance Pro,X82310D51B1S1,Like new & unworn,USD,2315.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T20:41:55.399+00:00,chrono24,44971902,Private Seller,private,listing,Omega,Globemaster,130.23.39.21.03.001,Very good,USD,5799.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T20:49:09.047+00:00,chrono24,44270481,Private Seller,private,listing,IWC,Pilot Chronograph Top Gun,IW388106,Like new & unworn,USD,9200.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T21:04:10.723+00:00,chrono24,44802178,Private Seller,private,listing,Omega,Seamaster Planet Ocean Chronograph,2210.50.00,Fair,USD,3023.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T21:15:19.169+00:00,chrono24,45170675,Private Seller,private,listing,Seiko,King,5625-7000 (Vintage),Good,USD,494.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T21:15:22.135+00:00,chrono24,43953495,Private Seller,private,listing,Hublot,King Power,701.CO.0180.RX,Like new & unworn,USD,12072.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T21:36:19.06+00:00,chrono24,45269503,Private Seller,private,listing,Omega,Seamaster,145.008 (Seamaster Vintage),Good,USD,2136.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T22:21:53.438+00:00,chrono24,45168329,Private Seller,private,listing,Seiko,5 Sports,SRPK91,Like new & unworn,USD,294.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T22:24:19.148+00:00,chrono24,45224279,Private Seller,private,listing,Rolex,Air King,14000M,Very good,USD,4149.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T22:41:46.694+00:00,chrono24,44568891,Private Seller,private,listing,Breitling,Superocean 44,C17391,Good,USD,2731.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T22:45:38.112+00:00,chrono24,44326565,Private Seller,private,listing,IWC,Pilot Chronograph Top Gun,IW389105,Very good,USD,7310.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T22:45:53.663+00:00,chrono24,45219943,Private Seller,private,listing,Seiko,Prospex,SSC955P1 (Diving Watches),Like new & unworn,USD,630.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T23:24:13.838+00:00,chrono24,45354500,Private Seller,private,listing,Breitling,Emergency,A73322,Good,USD,3073.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T23:24:35.865+00:00,chrono24,42719304,Private Seller,private,listing,Zenith,Bumper Automatic 133.8 34mm Automatic Vintage Running Well,133.8,Good,USD,890.0,,False,api_sold_listing_state
2026-03-19,2026-03-19T23:45:19.292+00:00,chrono24,45174322,Private Seller,private,listing,Tudor,Black Bay GMT,79830RB,Very good,USD,2855.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T00:09:14.537+00:00,chrono24,45292683,Private Seller,private,listing,Tudor,Black Bay 36,M79500-0004,Very good,USD,2100.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T00:35:13.585+00:00,chrono24,44274537,Private Seller,private,listing,Rolex,Datejust 36,1601 (Datejust Gold/Steel),Good,USD,3820.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T00:48:39.946+00:00,chrono24,40611239,Private Seller,private,listing,Breitling,Superocean Heritage II Chronograph,A1331216/C963/276S,Very good,USD,4126.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T00:52:37.635+00:00,chrono24,43920591,Private Seller,private,listing,Rolex,Oyster,4444 (Oyster Royal),Good,USD,2323.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T01:24:06.38+00:00,chrono24,45016791,Private Seller,private,listing,Rolex,Submariner Date,16610,Good,USD,8000.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T01:27:52.826+00:00,chrono24,45068309,Private Seller,private,listing,Omega,Seamaster,196.0106,Fair,USD,634.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T01:28:30.908+00:00,chrono24,44578929,Private Seller,private,listing,Rolex,GMT-Master II,126710BLNR (Batman),Like new & unworn,USD,17299.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T01:45:46.978+00:00,chrono24,45014445,Private Seller,private,listing,TAG Heuer,Formula 1 Quartz,WAH1010.BT0717,Very good,USD,586.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T02:12:35.445+00:00,chrono24,45022403,Private Seller,private,listing,Omega,Speedmaster Professional Moonwatch,310.30.42.50.01.002,Very good,USD,5700.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T02:17:44.966+00:00,chrono24,45028234,Private Seller,private,listing,Hublot,Classic,1521.2,Good,USD,1207.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T02:53:24.556+00:00,chrono24,44897928,Private Seller,private,listing,Seiko,Presage,SRPE41J1,Like new & unworn,USD,345.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T02:55:38.251+00:00,chrono24,44993265,Private Seller,private,listing,Rolex,Daytona,116515ln (Everose),Very good,USD,31838.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T02:56:26.694+00:00,chrono24,44937944,Private Seller,private,listing,Rolex,Datejust Oysterquartz,17013,Incomplete,USD,4448.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T03:09:47.049+00:00,chrono24,45330193,Private Seller,private,listing,Seiko,Brothers Collaboration Limited Edition Model,SBJG024,Like new & unworn,USD,378.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T03:17:17.108+00:00,chrono24,45040234,Private Seller,private,listing,Rolex,Datejust 36,116200 (Datejust smooth bezel),Very good,USD,6500.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T03:43:31.587+00:00,chrono24,44065082,Private Seller,private,listing,TAG Heuer,Formula 1 Quartz,WA1211,Fair,USD,529.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T04:24:00.625+00:00,chrono24,45037936,Private Seller,private,listing,Rolex,Air King,114200 (Domino's Pizza),Good,USD,5000.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T04:33:57.6+00:00,chrono24,40517409,Private Seller,private,listing,Seiko,Pogue,6139-6002 (Vintage),Very good,USD,941.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T04:49:59.466+00:00,chrono24,44451359,Private Seller,private,listing,Breitling,Superocean Heritage II 42,AB2010121B1S1,Very good,USD,2711.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T05:08:07.548+00:00,chrono24,44647899,Private Seller,private,listing,Jaeger-LeCoultre,Mystery,727-722-103D,Very good,USD,2904.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T05:16:03.494+00:00,chrono24,45204502,Private Seller,private,listing,Omega,Constellation Day-Date,168.045,Good,USD,1117.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T05:23:29.049+00:00,chrono24,43761678,Private Seller,private,listing,Breitling,Endurance Pro,X823101K1C1S1,Like new & unworn,USD,2992.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T06:26:58.022+00:00,chrono24,44436804,Private Seller,private,listing,TAG Heuer,Carrera Calibre 16,CV2A1S.FC6236,Like new & unworn,USD,2499.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T06:27:24.534+00:00,chrono24,45125850,Private Seller,private,listing,Seiko,5 Sports,SSK035K1,Like new & unworn,USD,382.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T07:04:06.556+00:00,chrono24,44088860,Private Seller,private,listing,Omega,Seamaster,166.003 (Seamaster Vintage),Good,USD,1053.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T08:06:20.616+00:00,chrono24,44635193,Private Seller,private,listing,Seiko,Alpinist,SPB199J1 (Diving Watches),Good,USD,924.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T08:23:37.324+00:00,chrono24,44981271,Kagiya Inc.,dealer,listing,Cartier,Santos,WSSA0062,Very good,USD,7426.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T09:03:06.106+00:00,chrono24,44318114,Private Seller,private,listing,TAG Heuer,Monaco,CBL2111.FC6453,Very good,USD,4498.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T09:10:34.678+00:00,chrono24,45223400,Private Seller,private,listing,Seiko,5 Sports,SRPG35K1,Like new & unworn,USD,200.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T09:32:41.026+00:00,chrono24,45141728,Private Seller,private,listing,Omega,Speedmaster Day Date,3523.30,Very good,USD,1895.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T10:27:57.917+00:00,chrono24,45167748,Private Seller,private,listing,Rolex,Datejust 31,178240,Like new & unworn,USD,6862.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T10:38:15.338+00:00,chrono24,43147045,Private Seller,private,listing,Seiko,5 Rally Sport Original Bezel Great Shape Running and Keeping Time,6119-7173,Good,USD,475.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T10:53:53.829+00:00,chrono24,45191840,Private Seller,private,listing,Seiko,Presage,SPB171J1,Very good,USD,1500.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T11:05:19.757+00:00,chrono24,45311179,Private Seller,private,listing,Tudor,Pelagos,M25600TB-0001,Very good,USD,3100.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T11:17:42.6+00:00,chrono24,45357784,Deals Guru,dealer,listing,Seiko,5 Sports,SSK035K1,Like new & unworn,USD,310.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T11:57:50.836+00:00,chrono24,44092122,Private Seller,private,listing,Seiko,Marinemaster,SJE119J1 (Diving Watches),Like new & unworn,USD,2297.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T12:49:14.38+00:00,chrono24,45343887,Private Seller,private,listing,Seiko,Prospex,SRPG13 (Diving Watches),Like new & unworn,USD,339.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T14:00:26.955+00:00,chrono24,44312765,Private Seller,private,listing,Tudor,Heritage Chrono Blue,70330B,Very good,USD,3478.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T14:03:30.481+00:00,chrono24,44992726,Private Seller,private,listing,Cartier,Santos,W2SA0009,Like new & unworn,USD,10295.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T14:40:21.935+00:00,chrono24,44614538,Private Seller,private,listing,TAG Heuer,2000,875.206,Like new & unworn,USD,944.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T15:19:06.204+00:00,chrono24,45070888,Private Seller,private,listing,Omega,Seamaster Diver 300 M,2533.50.00,Good,USD,2015.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T16:04:47.426+00:00,chrono24,45290131,Private Seller,private,listing,Seiko,Pogue,6139-6002 (Vintage),Good,USD,818.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T16:12:52.893+00:00,chrono24,45357821,Deals Guru,dealer,listing,Seiko,Presage,SRPK15J1,Like new & unworn,USD,360.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T16:53:37.575+00:00,chrono24,45139385,Private Seller,private,listing,Rolex,Sea-Dweller Deepsea,136660,Like new & unworn,USD,13500.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T17:18:16.543+00:00,chrono24,45148012,Private Seller,private,listing,IWC,Da Vinci Chronograph,IW3736 (Da Vinci Moonphase),Very good,USD,2587.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T17:34:41.668+00:00,chrono24,43399292,Private Seller,private,listing,Cartier,Tank,2413 (Tank Must),Very good,USD,3079.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T17:34:52.17+00:00,chrono24,45126853,Private Seller,private,listing,Omega,Speedmaster Broad Arrow,3551.50.00,Very good,USD,3498.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T19:13:49.321+00:00,chrono24,45234389,Private Seller,private,listing,Omega,Speedmaster,3510.81 (Speedmaster Michael Schumacher),Very good,USD,2769.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T19:42:57.764+00:00,chrono24,42913230,Private Seller,private,listing,Omega,Speedmaster Racing,326.30.40.50.02.001,Very good,USD,3157.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T19:50:11.602+00:00,chrono24,45041003,Private Seller,private,listing,Tudor,Royal,28600-0001,Good,USD,1864.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T20:05:47.803+00:00,chrono24,45137334,Private Seller,private,listing,Omega,Speedmaster Racing,326.32.40.50.06.001,Very good,USD,3663.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T20:35:45.726+00:00,chrono24,45316445,Private Seller,private,listing,Rolex,Datejust 36,16233,Good,USD,5764.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T20:45:29.568+00:00,chrono24,45287097,Private Seller,private,listing,Omega,Speedmaster '57,332.10.41.51.10.001,Good,USD,6223.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T20:57:57.049+00:00,chrono24,44963871,Private Seller,private,listing,Rolex,Day-Date 36,118238 (Presidential),Fair,USD,23913.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T21:43:07.684+00:00,chrono24,43078789,Private Seller,private,listing,Zenith,El Primero Stratos Flyback,03.2060.405/21.m2060,Very good,USD,4862.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T22:14:16.848+00:00,chrono24,45053269,Private Seller,private,listing,Tudor,Pelagos,25707B/22,Like new & unworn,USD,2864.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T22:17:18.787+00:00,chrono24,45157238,Private Seller,private,listing,Breitling,Aerospace,E56062,Very good,USD,1909.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T22:17:28.671+00:00,chrono24,45208020,Private Seller,private,listing,Seiko,Type II,4623-8020,Good,USD,159.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T22:21:13.809+00:00,chrono24,44403765,Private Seller,private,listing,Seiko,Alpinist,SPB197J1 (Diving Watches),Fair,USD,988.0,,False,api_sold_listing_state
2026-03-20,2026-03-20T22:33:30.974+00:00,chrono24,44772068,Private Seller,private,listing,Cartier,Tank Française,2465,Good,USD,3100.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T00:56:15.852+00:00,chrono24,45072629,Private Seller,private,listing,Seiko,Monster,7S26-0350,Very good,USD,400.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T01:46:43.383+00:00,chrono24,44540019,Private Seller,private,listing,Rolex,Daytona,126508,Like new & unworn,USD,76932.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T01:55:03.91+00:00,chrono24,45206674,Private Seller,private,listing,Tudor,Ranger,M79950-0003,Very good,USD,2244.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T03:28:01.564+00:00,chrono24,45072033,Private Seller,private,listing,Rolex,Orchid,2059,Very good,USD,2567.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T03:50:43.16+00:00,chrono24,44465396,Private Seller,private,listing,TAG Heuer,Formula 1 Quartz,CAZ1014.BA0842,Very good,USD,950.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T03:54:34.223+00:00,chrono24,45246289,Private Seller,private,listing,Jaeger-LeCoultre,Reverso,290.8.60,Good,USD,5025.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T05:05:45.721+00:00,chrono24,45134781,Private Seller,private,listing,Tudor,Prince Date Day,76213,Good,USD,2176.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T05:33:32.627+00:00,chrono24,45073280,Private Seller,private,listing,Seiko,Prospex,SPB321J1,Good,USD,600.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T06:04:17.439+00:00,chrono24,44883682,Private Seller,private,listing,TAG Heuer,Formula 1 Quartz,CAZ101N.FC8243,Very good,USD,1250.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T06:21:52.304+00:00,chrono24,45121735,Private Seller,private,listing,Seiko,Marine Master Mechanical Diver's Watch 1965 SJE117J1 Full Set Box and Papers worn for three weeks,SJE117JC,Very good,USD,2081.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T06:26:25.635+00:00,chrono24,45213870,Private Seller,private,listing,Seiko,5,7009-876A (Vintage),Good,USD,124.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T06:29:23.364+00:00,chrono24,44688068,Private Seller,private,listing,Seiko,World Time,6117-6400 (Vintage),Good,USD,620.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T06:32:55.017+00:00,chrono24,45117230,Private Seller,private,listing,Seiko,Prospex,SPB117J1 (Diving Watches),Good,USD,570.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T06:33:46.936+00:00,chrono24,43622728,Private Seller,private,listing,TAG Heuer,Monaco Calibre 11,CAW211D (Steve McQueen),Good,USD,4995.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T06:48:48.893+00:00,chrono24,45068848,Private Seller,private,listing,Breitling,Montbrillant,AB 0131,Very good,USD,3341.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T06:49:14.579+00:00,chrono24,45141991,Private Seller,private,listing,Rolex,Datejust 36,116233,Like new & unworn,USD,12939.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T07:01:06.842+00:00,chrono24,44936577,Private Seller,private,listing,Seiko,5 Sports,SRPH25K1,Good,USD,189.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T07:09:02.035+00:00,chrono24,45082901,Private Seller,private,listing,Rolex,Oyster Perpetual 34,114200,Fair,USD,5925.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T07:46:38.035+00:00,chrono24,45357653,Private Seller,private,listing,Seiko,Presage,SRPK15J1,Very good,USD,301.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T08:23:11.253+00:00,chrono24,44700673,Private Seller,private,listing,Omega,Speedmaster Reduced,175.0032,Very good,USD,2717.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T10:07:27.904+00:00,chrono24,45150494,Private Seller,private,listing,TAG Heuer,Aquaracer 500M,WAK2180.FT6027,Very good,USD,1200.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T10:28:43.602+00:00,chrono24,44879014,Private Seller,private,listing,TAG Heuer,Aquaracer Lady,WBD1321.BB0320,Very good,USD,2588.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T10:32:27.925+00:00,chrono24,45014343,Private Seller,private,listing,Rolex,Sea-Dweller Deepsea,126660,Like new & unworn,USD,13389.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T10:33:17.601+00:00,chrono24,44376498,Private Seller,private,listing,Jaeger-LeCoultre,Reverso Classique,250.8.86,Very good,USD,4063.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T10:44:47.259+00:00,chrono24,45207712,Private Seller,private,listing,TAG Heuer,Carrera Calibre 16,CV2010,Very good,USD,1800.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T11:19:29.105+00:00,chrono24,45325781,Private Seller,private,listing,Tudor,Ranger,M79950-0001,Good,USD,2553.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T11:35:00.191+00:00,chrono24,44185350,Private Seller,private,listing,TAG Heuer,Carrera,CBS221B.BA0045,Like new & unworn,USD,11528.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T11:51:18.585+00:00,chrono24,45163599,Private Seller,private,listing,Tudor,Submariner,79090,Very good,USD,5791.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T12:11:19.873+00:00,chrono24,45151780,Private Seller,private,listing,Seiko,5 Huf limied edición Limited Edition Full Set New and Unworn SRPM09K1,SRPM09K1,Like new & unworn,USD,587.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T12:12:24.832+00:00,chrono24,39344695,Private Seller,private,listing,Rolex,Oyster Perpetual 179313,179313,Like new & unworn,USD,9200.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T12:29:21.726+00:00,chrono24,45246625,Private Seller,private,listing,Rolex,Air King,116900,Very good,USD,5293.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T12:48:06.821+00:00,chrono24,44717821,Private Seller,private,listing,Cartier,Tank Solo,3170,Good,USD,2604.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T13:08:22.001+00:00,chrono24,44525629,Private Seller,private,listing,Breitling,Top Time,AB01771A1B1X1 (Thunderball),Like new & unworn,USD,5634.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T13:32:06.549+00:00,chrono24,45275868,Private Seller,private,listing,Rolex,GMT-Master II,116710LN (GMT-Master II black bezel),Very good,USD,11704.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T15:17:38.371+00:00,chrono24,41928096,Private Seller,private,listing,Rolex,Datejust Turn-O-Graph,16263 (Datejust Gold/Steel),Very good,USD,6744.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T15:29:10.451+00:00,chrono24,44779627,Private Seller,private,listing,Tudor,1926,91350-0001,Like new & unworn,USD,1229.0,,False,api_sold_listing_state
2026-03-21,2026-03-21T15:40:55.848+00:00,chrono24,44963747,Private Seller,private,listing,Zenith,Defy,95.9000.670/51.M9000,Good,USD,3650.0,,False,api_sold_listing_state
